"","photoId","comments"
"574","46823578655","Wonderful set Helen. But why didn't you polish its eye and clean its head first? ;-&gt;"
"575","46823578655","[https://www.flickr.com/photos/38356169@N07] Hmmm...next time!"
"576","46823578655","Great, it is good to see you were at full zoom"
"577","46823578655","[https://www.flickr.com/photos/149328524@N08] Thanks. I would have moved closer, only my minimum focusing distance was spoiling it for me."
"578","46823578655","Fabulous image, fantastic captured, a very successful job"
"579","46823578655","Thank you  [http://www.flickr.com/photos/147899697@N08/]"
"580","46823578655","Beautiful <U+0001F44F><U+2728>"
"581","46823578655","Excellent shot"
"582","46823578655","Thank you  [http://www.flickr.com/photos/164934390@N04/]"
"583","46823578655","Thanks  [http://www.flickr.com/photos/44191635@N04/]"
"584","46823578655","Cool capture"
"585","46823578655","Thanks  [http://www.flickr.com/photos/12268891@N02/]"
"586","33864913888","Beautiful capture of the sunset Alan."
"587","33864913888","Fabulous image, fantastic captured, a very successful job"
"588","33864913888","Wonderful photo!"
"589","33864913888","Good shot!
Looks like Newport Oregon...


<a href=""https://www.flickr.com/photos/133606804@N04/40724416143/in/dateposted-public/"">www.flickr.com/photos/133606804@N04/40724416143/in/datepo...</a>"
"590","33864913888","Congrats !!"
"591","33864913888","nice capture!"
"592","33864913888","Wonderful work congratulations on explore"
"593","33864913888","Beautiful capture"
"594","33864913888","give me a bench to spend my time watching this
congrats on making the photo that was included in explore"
"595","33864913888","Excellent shot"
"596","33864913888","Schönes Foto"
"597","33864913888","Nice photography!"
"598","33864913888","Beautiful scene and image with great light, color, detail and composition.  Very well done."
"599","33864913888","Beautiful Pictures <U+0001F44D><U+0001F44D>"
"600","33864913888","Preciosa fotografía"
"601","33864913888","Beautiful colors! Fantastic composition. Congrats on Explore!"
"602","33864913888","Lovely capture"
"603","33864913888","Your picture is really beautiful."
"604","33864913888","<U+0001F44D>"
"605","33864913888","Beautiful!!! Nice work!!!"
"606","46950967444","nice shot! ;-)"
"607","46950967444","amazing capture"
"608","46950967444","Nett!"
"609","46950967444","A fine building."
"610","46950967444","[https://www.flickr.com/photos/140065141@N08/] thank you!"
"611","46950967444","[https://www.flickr.com/photos/12268891@N02/] Thank you !"
"612","46950967444","[https://www.flickr.com/photos/8868875@N03/] thank you!"
"613","46950967444","[https://www.flickr.com/photos/47765927@N06/] it is true! It is so fine!"
"614","46950967444","Excellent shot"
"615","46950967444","très joli grand angle !"
"616","46950967444","[https://www.flickr.com/photos/25642832@N06/] merci !"
"617","46950967444","[https://www.flickr.com/photos/44191635@N04/] thank you so much!"
"618","46950967444","Me gusta"
"619","46950967444","[https://www.flickr.com/photos/129634367@N02/] <U+263A><U+FE0F>"
"620","46950967444","It's really a cool view"
"621","46950967444","Free Sex Dating - <a href=""http://www.777sex.org"" rel=""noreferrer nofollow"">www.777sex.org</a>

<em>Via <a href=""http://www.fluidr.com/explore/interesting/today/random"" rel=""noreferrer nofollow"">Today's Explore at #55 on Fluidr</a></em>"
"622","46950967444","Beautiful shot!"
"623","46950967444","[https://www.flickr.com/photos/141981219@N06/] thank you!"
"624","46950967444","[https://www.flickr.com/photos/24482362@N05/] it is true!"
"625","46950967444","[https://www.flickr.com/photos/165516254@N08] You're welcome!"
"626","46950967444","Congrats !!"
"627","46950967444","[https://www.flickr.com/photos/90793714@N04/] ty"
"628","46950967444","Very nice picture of the Flatiron!
Formidable framing.
Congrats on Explore!"
"629","46950967444","Iconic building, amazing shot! Love moody light and processing. Congrats on Explore!"
"630","46955006884","Outstanding Anne"
"631","46955006884","Fantastic image!"
"632","46955006884","Amazing portrait Anne!"
"633","46955006884","Awesome"
"634","46955006884","Superb"
"635","46955006884","Gorgeous image Anne"
"636","46955006884","That is a beauty, lovely photo"
"637","46955006884","Excellent capture Anne."
"638","46955006884","Splendide <U+0001F44F><U+0001F496><U+0001F496>"
"639","46955006884","beautiful!"
"640","46955006884","So beatuiful Ann...You sure get some great shots!"
"641","46955006884","Superb"
"642","46955006884","Vraiment très beau"
"643","46955006884","Simply superb !!"
"644","46955006884","Awesome capture Anne !"
"645","46955006884","The lighting is exquisite! Fabulous shot!"
"646","46955006884","Excellent shot!"
"647","46955006884","Fabulous image, fantastic captured, a very successful job"
"648","46955006884","Lovely owl image Anne"
"649","46955006884","Beautiful shot <U+0001F44D>"
"650","46955006884","Beauty Anne well taken"
"651","46955006884","A stunner Anne."
"652","46955006884","Fantastic detailed shot Anne"
"653","46955006884","Lovely portrait Anne"
"654","46955006884","Super nice congratulations on explore"
"655","46955006884","Totally stunning what a super sharp photo with superb background and the way the light is shining on the owl is super well captured <U+0001F60D><U+0001F618><U+2764> xx"
"656","46955006884","A fantastic shot"
"657","46955006884","Great pose, very well done."
"658","46955006884","Excellent shot"
"659","46955006884","Excellent!"
"660","46955006884","Great shot Anna and congratulations on a well deserved Explore, I'm up in two weeks I hope you're going to show me where he is, <U+0001F609>  he he he"
"661","46955006884","[http://www.flickr.com/photos/121204226@N06/]  yes please let me know when you are here I will show you where barn owl and little owl are.please drop me email.x"
"662","46955006884","[https://www.flickr.com/photos/131138796@N08] Anne you're an angel thank you. x"
"663","46955006884","Excellent shot Anne"
"664","46955006884","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #54 on Fluidr</a></em>"
"665","46955006884","Beautiful portrait with great light, color, detail and bokeh. Very well done."
"666","46955006884","Congrats !!"
"667","46955006884","Wonderful capture!"
"668","46955006884","Your picture is really beautiful."
"669","46955006884","Great !!!!!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #57 on Fluidr</a></em>"
"670","46955006884","Fantastic capture of that Barn Owl!
Congrats on Explore!"
"671","47744934101","Wonderful image Jo"
"672","47744934101","Wonderful capture and a well deserved Explore!"
"673","47744934101","Preciosa fotografía"
"674","47744934101","Excellent shot"
"675","47744934101","Congrats !!"
"676","47744934101","Wonderful capture!"
"677","47744934101","Great find and capture"
"678","47744934101","Beautiful Cuckoo!
Fantastic capture!
Congrats on Explore!"
"679","47744934101","Awesome shot, congrats on explore!"
"680","47742911141","Beautifully composed shot Karl."
"681","47742911141","Nice composition from the roadside. This location has so much to offer in angle choice. Just a shame the A4 has little coming out of the chimney!"
"682","47742911141","Very nice shot"
"683","47742911141","Excellent shot"
"684","47742911141","Congrats !!"
"685","47742911141","Lovely photo."
"686","47742911141","Wow, great !"
"687","47686858742","Love it"
"688","47686858742","[https://www.flickr.com/photos/129287357@N03] Thank you sir."
"689","47686858742","That's the body I use!
Most often with common Leitz Summaron, though."
"690","47686858742","A nice bit of kit there Sean!"
"691","47686858742","Very nice!!"
"692","47686858742","[https://www.flickr.com/photos/8056279@N05] Thank you Mark. This camera is a mechanical jewel.
 [https://www.flickr.com/photos/21702997@N03] Thank you George. Yes, that it is.
 [https://www.flickr.com/photos/47441613@N00] Thank you Steve. True."
"693","47691422742","Prachtige foto en details!!
Hier heb ik ook gelopen!"
"694","47691422742","Mooi! Ik krijg hier een Via Appia gevoel bij. <U+0001F604>"
"695","47691422742","Prachtige foto!"
"696","47691422742","Fabulous image, fantastic captured, a very successful job"
"697","47691422742","Een hele mooie foto met prachtige details.

<a href=""http://www.bramreinders.nl"" rel=""noreferrer nofollow"">www.bramreinders.nl</a>"
"698","47691422742","Sehr schöne alte Architektur - weniger schön: Die Neue"
"699","47691422742","mooie plek"
"700","47691422742","Prachtige opname.
Mooie overblijfselen, koesteren moet men dat."
"701","47691422742","Mooie details, fraaie foto!"
"702","47691422742","Excellent shot"
"703","47691422742","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #50 on Fluidr</a></em>"
"704","47691422742","Perfect, I love this one !"
"705","47691422742","Mooi standpunt! En een interessante bestemming!"
"706","47691422742","Cool, congrats"
"707","47691422742","Congrats !!"
"708","47691422742","Very nice ruin shot!  Congrats on Explore!"
"709","47691422742","Lovely image. I wish I had taken that shot when I was there! Congrats on explore too."
"710","32794836167","Always perfect"
"711","32794836167","Superb Photography"
"712","32794836167","The blues from the surrounding buildings compliment your costume nicely."
"713","32794836167","outstanding, what a shot."
"714","32794836167","Excellent shot"
"715","32794836167","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #49 on Fluidr</a></em>"
"716","32794836167","Beautiful portrait with great light, color, detail and composition. Very well done."
"717","32794836167","Congrats !!"
"718","33862048588","Thats a super candid Barbara"
"719","33862048588","Icecreams and hearing aids. Older men sitting on benches somehow always evoke something...nostalgia, companionship, resting to watch the world instead of rushing around like the young...just a few of the aspects of life conjured. (Old women on benches are not quite the same. Sorry to be sexist, but they are usually just gossiping !) :-)"
"720","33862048588","I would love to be a fly on that ... bench!   Hope you are having a great time!"
"721","33862048588","[https://www.flickr.com/photos/dianemwilliams] d'you know Diane .... we have absolutely the same thoughts about men sitting on benches but ... I am a woman who loves to sit on a bench and watch the world, and hate it if someone wants to include me in some gossip.
Wish I'd thought of 'ice cream and hearing aids' though ..."
"722","33862048588","[https://www.flickr.com/photos/razzle-0753]  thankfully rOse there were not too many flies around on that day .... :-)."
"723","33862048588","yes, but you are neither old nor usual, Barbara..."
"724","33862048588","beautifully shot! I love that soft light falling over their conversation and that leaning in and drippy cone....great candid"
"725","33862048588","Superb candid, Barbara."
"726","33862048588","Makes me smile Barbara - thanks :))"
"727","33862048588","Tremendous Work!"
"728","33862048588","~ how a delightful &amp; wonderful capture, fun title :)
Congratulations on Explore!"
"729","33862048588","Very cool picture."
"730","33862048588","talking about the weather eating an icecream
congrats on making the photo that was included in explore"
"731","33862048588","What a great point of view..."
"732","33862048588","brilliant  study..."
"733","33862048588","Lovely moment captured! Congrats."
"734","33863163218","Superbe vue."
"735","33863163218","hihi"
"736","33863163218","Superbe paysage"
"737","33863163218","Das ist super."
"738","33863163218","Wonderful Capture!!!"
"739","33863163218","Excellent shot"
"740","33863163218","Congrats !!"
"741","33863163218","<U+0001F44D>"
"742","33863163218","Beautiful view!
Congrats on Explore!"
"743","33863644668","lovely find, beautifully photographed
seen in Dorset group"
"744","33863644668","Beautiful shot"
"745","33863644668","Wow. Fabulous shot"
"746","33863644668","Congrats !!"
"747","33863644668","Gut gemacht"
"748","33863644668","Excellent shot"
"749","33863644668","[https://www.flickr.com/photos/incrediblehow]  [https://www.flickr.com/photos/29364835@N02]  [https://www.flickr.com/photos/iliaal]  [https://www.flickr.com/photos/90793714@N04]  [https://www.flickr.com/photos/gato-gato-gato]  [https://www.flickr.com/photos/victor98] Thank you."
"750","33863644668","Amazing!"
"751","33863644668","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #45 on Fluidr</a></em>"
"752","33863644668","A beautiful shot"
"753","33868027418","Cool macro image Larry the shadows and reflections are awesome!"
"754","33868027418","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #44 on Fluidr</a></em>"
"755","33868027418","Beautiful macro image with great light, color, detail and composition. Excellent work."
"756","33868027418","Super Shot, Great Detail and light."
"757","33868027418","Preciosa fotografía"
"758","33868027418","Beautiful EVERYthing in this shot!! I love the blue light from the pick on the wood, I almost missed it at first! Amazing composition and elements! Brilliant work!"
"759","33868027418","Sehr gut."
"760","33868027418","[https://www.flickr.com/photos/99267819@N06] Thank you Theresa!"
"761","33868027418","[https://www.flickr.com/photos/phil_marion] Thanks, Phil! I'm not exactly sure how the EXPLORE thing works, but i'm pleased to be invited. I'll check out your stream soon!"
"762","33868027418","[https://www.flickr.com/photos/alfredlockwood] Thank you, Alfred. for lighting, I used an off camera flash and experimented with its position until I got the desired effect."
"763","33868027418","[https://www.flickr.com/photos/marti_mart] Gracias!"
"764","33868027418","[https://www.flickr.com/photos/firstexpressions] Thank you very much!"
"765","33868027418","[https://www.flickr.com/photos/gato-gato-gato] Danke!"
"766","46824244745","This is an outstanding portrait!"
"767","46824244745","Certainly a interesting place in Fulton County...awesome capture of the plovers!"
"768","46824244745","Great shot"
"769","46824244745","Congrats !!"
"770","46824244745","wow
congrats on making the photo that was included in explore"
"771","46824244745","Excellent shot"
"772","46824244745","Great capture!"
"773","46824244745","stunning shot congratulations on explore"
"774","46824244745","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #43 on Fluidr</a></em>"
"775","46824244745","nice shot! ;-)"
"776","47741992011","The branch is quite something too.  Beautiful Michel."
"777","47741992011","Beautiful shot"
"778","47741992011","Congrats !!"
"779","47741992011","Excellent shot"
"780","47741992011","Very nice shot !"
"781","47741992011","Great capture!"
"782","47741992011","Great composition, well done."
"783","47741992011","I like it ! ;-)"
"784","47741992011","Belle prise Michel!"
"785","47741992011","Tout cela pour lui !"
"786","33863936598","Beautiful"
"787","33863936598","[https://www.flickr.com/photos/53251177@N05/] thank yoi"
"788","33863936598","Wow, this pic is just splendid !"
"789","33863936598","nice shot! ;-)"
"790","33863936598","[https://www.flickr.com/photos/140065141@N08/] :)"
"791","33863936598","beautifully captured!"
"792","33863936598","Formidable light and very nice portrait!
Congrats on Explore!"
"793","33863936598","Schönes Bild."
"794","40774829733","Love this Mia, great shot. Fabulous angles and composition, well done."
"795","40774829733","beautifully composed - awesome shot!"
"796","40774829733","Beautiful architecture"
"797","40774829733","Beautiful lines and composition!"
"798","40774829733","Congrats !!"
"799","40774829733","so Greek! wonderful composition
congrats on making the photo that was included in explore"
"800","40774829733","Excellent shot"
"801","40774829733","Love it!...congrats!"
"802","40774829733","Excelent shot ! Congratulation ! on explore <a href=""https://www.flickr.com/photos/btc67/albums/with/72157699318306310""><img src=""https://c1.staticflickr.com/5/4817/46236140094_ebb13bd48f_b.jpg"" width=""70"" height=""70"" title=""Clic here"" /></a>"
"803","40774829733","Love it!"
"804","40774829733","Beautifull colors !"
"805","40774829733","Congratulations on Explore!"
"806","40774829733","I like the complexity of this composition. Congratulations on Explore."
"807","40774829733","I like it ! ;-)"
"808","40774829733","Beautiful image with great light, color, detail and composition. Very well done."
"809","40774829733","Preciosa fotografía"
"810","40774829733","Fantastic angle and work. well done."
"811","40774829733","Wonderful image!"
"812","40774829733","I get paid over $90 per hour working from home with 2 kids at home. I never thought I'd be able to do it but my best friend earns over 10k a month doing this and she convinced me to try. The potential with this is endless. Heres what I've been doing,

Just Visit Now…… <a href=""http://www.todaysfox.com"" rel=""noreferrer nofollow"">www.todaysfox.com</a>
...."
"813","40777381493","Excelente!"
"814","40777381493","[http://www.flickr.com/photos/99863503@N00/]  merci!"
"815","40777381493","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #38 on Fluidr</a></em>"
"816","40777381493","Realy great pic! ;-)"
"817","40777381493","Excellent shot"
"818","40777381493","Congrats !!"
"819","40777381493","[http://www.flickr.com/photos/140065141@N08/] thanks!"
"820","40777381493","[http://www.flickr.com/photos/12624630@N02/] thanks a lot!"
"821","40777381493","[http://www.flickr.com/photos/90793714@N04/]  thanks"
"822","40777381493","I get paid over $90 per hour working from home with 2 kids at home. I never thought I'd be able to do it but my best friend earns over 10k a month doing this and she convinced me to try. The potential with this is endless. Heres what I've been doing,

Just Visit Now…… <a href=""http://www.todaysfox.com"" rel=""noreferrer nofollow"">www.todaysfox.com</a>
,."
"823","46821412395","Awesome storm shots Gregg!"
"824","46821412395","[http://www.flickr.com/photos/52443231@N00/]  Thanks!"
"825","46821412395","Sehr schönes Foto."
"826","46821412395","Awesome!!!!!!!!!"
"827","46821412395","<U+0001F62E>"
"828","46821412395","Excellent shot"
"829","46821412395","nice shot! ;-)"
"830","46821412395","Congrats !!"
"831","46821412395","Your picture is really beautiful."
"832","46821412395","Beautiful!!! Nice work!!!"
"833","46821412395","Amazing storm!
Brilliant capture of those lightnings!
Congrats on Explore!"
"834","46821412395","I get paid over $90 per hour working from home with 2 kids at home. I never thought I'd be able to do it but my best friend earns over 10k a month doing this and she convinced me to try. The potential with this is endless. Heres what I've been doing,

Just Visit Now…… <a href=""http://www.todaysfox.com"" rel=""noreferrer nofollow"">www.todaysfox.com</a>
."
"835","46951871454","Gut gesehen den Außerirdischen :-)"
"836","46951871454","Wonderful photo!"
"837","46951871454","very well seen and photographed"
"838","46951871454","well seen, congrats on explore"
"839","46951871454","Excellent shot"
"840","46951871454","très bien faite, belle photo"
"841","46951871454","Nice one, really cool light."
"842","46951871454","I like it ! ;-)"
"843","46951871454","I get paid over $90 per hour working from home with 2 kids at home. I never thought I'd be able to do it but my best friend earns over 10k a month doing this and she convinced me to try. The potential with this is endless. Heres what I've been doing,
m
Just Visit Now…… <a href=""http://www.todaysfox.com"" rel=""noreferrer nofollow"">www.todaysfox.com</a>"
"844","47686699232","Sensacional...!! <U+0001F44F><U+0001F44F><U+0001F44F>"
"845","47686699232","Trabajo brillante!!"
"846","47686699232","Muy buen trabajo y muy bien documentado."
"847","47686699232","que maravilla con ese rayo de luz"
"848","47686699232","Impresionante captura, muy bien visto"
"849","47686699232","Congrats !!"
"850","47686699232","Nicely captured photo"
"851","47686699232","Excellent shot"
"852","47686699232","Wonderful capture."
"853","47686699232","Brilliant!"
"854","47686699232","Bonita atmósfera"
"855","47686699232","Sensacional momento, qué buena imagen."
"856","47686699232","Realy great pic! ;-)"
"857","47686699232","Great atmosphere! Congratulations on Explore!"
"858","47686699232","Very beautiful, congrats."
"859","47686699232","Preciosa fotografía"
"860","47686699232","Very nice looking capture, congrats on being explored."
"861","47686699232","Beautiful!!! Nice work!!!"
"862","47686699232","Una belleza, con esa luz &quot;divina&quot;.
Saludos."
"863","47686699232","I get paid over $90 per hour working from home with 2 kids at home. I never thought I'd be able to do it but my best friend earns over 10k a month doing this and she convinced me to try. The potential with this is endless. Heres what I've been doing,
kk
Just Visit Now…… <a href=""http://www.todaysfox.com"" rel=""noreferrer nofollow"">www.todaysfox.com</a>"
"864","47686699232","So interesting and beautiful image!"
"865","46826891445","Cute"
"866","46826891445","Great shot Doux."
"867","46826891445","Cracking image here Doux."
"868","46826891445","Fabulous image, fantastic captured, a very successful job"
"869","46826891445","Beautiful shot"
"870","46826891445","Excellent capture, super focus!"
"871","46826891445","Congrats !!"
"872","46826891445","Well taken congratulations on explore"
"873","46826891445","just beautiful!"
"874","46826891445","Excellent shot"
"875","46826891445","Excellent capture!"
"876","46826891445","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #34 on Fluidr</a></em>"
"877","46826891445","nice shot! ;-)"
"878","46826891445","Preciosa fotografía"
"879","46826891445","Great !!!!!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #37 on Fluidr</a></em>"
"880","46826891445","Amazing shot!
Excellent capture!
Congrats on Explore!"
"881","46826891445","I get paid over $90 per hour working from home with 2 kids at home. I never thought I'd be able to do it but my best friend earns over 10k a month doing this and she convinced me to try. The potential with this is endless. Heres what I've been doing,
l
Just Visit Now…… <a href=""http://www.todaysfox.com"" rel=""noreferrer nofollow"">www.todaysfox.com</a>"
"882","47738862481","Congratulations to you and the bird, Raphael <U+0001F44D> So I’m curious about the upcoming pictures of the chicks <U+0001F601>"
"883","47738862481","You are SO fortunate!!! Looking forward to many wonderful shots!!!"
"884","47738862481","[https://www.flickr.com/photos/141995330@N04] we are...forest edge living has its advantages."
"885","47738862481","[https://www.flickr.com/photos/christian-brysch] Hi Christian, Not so sure I will get a chance. the nest may be too high to do it justice... we shall see if I can photograph without impacting the well being of the birds."
"886","47738862481","Beautiful image!  That red is crazy!"
"887","47738862481","[https://www.flickr.com/photos/74347473@N02]  Indeed.. they have lovely variation- some have yellow patches, others a purplish hue"
"888","47738862481","you're a fabulous bird photographer and a natural portrait photographer too. Great head shots, Raphael"
"889","47738862481","[https://www.flickr.com/photos/egofreed] Thanks Eric. I still have a trick or two to learn from you..."
"890","47738862481","Ausgezeichnetes Bild."
"891","47738862481","Beautiful Bird  Fantastic Photo <U+0001F44D>"
"892","47738862481","Excellent shot"
"893","47738862481","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #33 on Fluidr</a></em>"
"894","47738862481","beautifully captured!"
"895","47738862481","[https://www.flickr.com/photos/phil_marion] Hi Phil, read the Q&amp;A about explore selection and how to increase the odds the algorithm pics an image"
"896","47738862481","[https://www.flickr.com/photos/iliaal] Thank you!"
"897","47738862481","I like it ! ;-)"
"898","47738862481","Beautiful image with great light, color, detail and composition. Very well done."
"899","47738862481","That's a nice one ;)
Great idea"
"900","47738862481","Preciosa fotografía"
"901","47738862481","Sure is a beauty !!!!!!


<strong>Vi tu preciosa foto en - I see your nice picture in</strong>

<a href=""https://www.flickr.com/groups/mariposas_flora_y_fauna/""> Grupo Mariposas&amp;Birds&amp;Flowers
sube1coment2
<img src=""https://farm5.staticflickr.com/4109/5084579550_ee6466f7dd_q.jpg"" width=""150"" /></a>

-------------------------------------------------------------------------- -----------------"
"902","47738862481","Great !!!!!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #36 on Fluidr</a></em>"
"903","47738862481","Fantastic colors!
Beautiful Tanager!
Congrats on Explore!"
"904","47738862481","I get paid over $90 per hour working from home with 2 kids at home. I never thought I'd be able to do it but my best friend earns over 10k a month doing this and she convinced me to try. The potential with this is endless. Heres what I've been doing,
y
Just Visit Now…… <a href=""http://www.todaysfox.com"" rel=""noreferrer nofollow"">www.todaysfox.com</a>"
"905","47742000651","Beautiful picture!"
"906","47742000651","Magnifique!"
"907","47742000651","So beautiful love this"
"908","47742000651","There's a story here"
"909","47742000651","A wonderful looking image, congrats on explore."
"910","47742000651","Beautiful!!! Nice work!!!"
"911","47742000651","great shot"
"912","47742000651","Amazing abandonment!
Great perspective!
Congrats on Explore!"
"913","47742000651","Cooles Bild."
"914","47742000651","Beautiful! Colours, composition, perfect!"
"915","47742000651","I get paid over $90 per hour working from home with 2 kids at home. I never thought I'd be able to do it but my best friend earns over 10k a month doing this and she convinced me to try. The potential with this is endless. Heres what I've been doing,
t
Just Visit Now…… <a href=""http://www.todaysfox.com"" rel=""noreferrer nofollow"">www.todaysfox.com</a>"
"916","32797601277","So Beautiful <U+0001F44C><U+0001F44C>"
"917","32797601277","<a href=""https://www.flickr.com/groups/nature-in-focus/pool""> <img src=""https://farm8.staticflickr.com/7802/40547492383_5c5dbf04e3_o.jpg"" width=""245"" height=""320"" alt=""invitenew"" /></a>"
"918","32797601277","wonderful shot"
"919","32797601277","A very beautiful study!"
"920","32797601277","fantastic representation, superclass photography"
"921","32797601277","Congrats !!"
"922","32797601277","Excellent shot"
"923","32797601277","Schönes Foto"
"924","32797601277","<strong>Gracias por compartir tu foto en:</strong> 

<a href=""https://www.flickr.com/groups/primavera_verano_otono_e_invierno/"">Grupo Primavera, verano, otoño e invierno 

<img src=""https://farm5.static.flickr.com/4083/5195847989_6e34a45dca_t.jpg"" width=""75"" /></a>"
"925","32797601277","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #32 on Fluidr</a></em>"
"926","32797601277","<b>Vista en – Seen in </b>
<a href=""https://www.flickr.com/groups/1161746@N22""> 
<img src=""https://farm9.staticflickr.com/8183/8125568907_bbf90cd8c7_o.jpg"" /></a>
<b>LENGUAJE DE LAS FLORES-ONLY FLOWERS
QUÉ BONITA – WHAT A BEAUTY !</b>"
"927","32797601277","<strong>Gracias por compartir tu foto en:</strong> 

<a href=""https://www.flickr.com/groups/primavera_verano_otono_e_invierno/"">Grupo Primavera, verano, otoño e invierno 

<img src=""https://farm5.static.flickr.com/4083/5195847989_6e34a45dca_t.jpg"" width=""75"" /></a>"
"928","32797601277","Realy great pic! ;-)"
"929","32797601277","Wow, great !"
"930","32797601277","[https://www.flickr.com/photos/grandyann] Thanks"
"931","32797601277","[https://www.flickr.com/photos/140065141@N08] Thanks"
"932","32797601277","Splendid capture of the poppy!"
"933","32797601277","[https://www.flickr.com/photos/celestino2011] Thanks"
"934","32797601277","[https://www.flickr.com/photos/137660297@N02] Thanks"
"935","32797601277","[https://www.flickr.com/photos/phil_marion] Thanks for appreciation"
"936","32797601277","[https://www.flickr.com/photos/merrillie] Thanks"
"937","32797601277","[https://www.flickr.com/photos/victor98] Thanks"
"938","32797601277","[https://www.flickr.com/photos/151541520@N05] Thank you very  much"
"939","32797601277","[https://www.flickr.com/photos/143354679@N04] Thanks you very much"
"940","32797601277","[https://www.flickr.com/photos/lilian_mello] Thanks"
"941","32797601277","Very pretty flower ! Lovely picture captured by you sir ! !"
"942","32797601277","Preciosa fotografía"
"943","32797601277","Beautiful color and details - compliments"
"944","32797601277","Great !!!!!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #34 on Fluidr</a></em>"
"945","32797601277","Beautiful colors!
Very nice Poppy!
Congrats on Explore!"
